일시,최대전력(MW),평균기온(°C),최고기온(°C),최저기온(°C),평균 상대습도(%),평균 풍속(m/s),일강수량(mm),일 최심신적설(cm),월,요일,주말여부,불쾌지수,체감온도
2024-05-20,68764.0,19.95,26.03333333333333,15.0,67.76666666666667,1.9333333333333333,0.0,0.0,5,0,0,66.15312216666666,19.95
2024-05-21,69074.0,19.733333333333334,25.383333333333336,15.483333333333334,73.7,2.3666666666666667,0.0,0.0,5,1,0,66.142932,19.733333333333334
2024-05-22,68837.0,20.383333333333333,26.666666666666668,14.9,71.71666666666667,1.8166666666666667,0.0,0.0,5,2,0,67.02708141666668,20.383333333333333
2024-05-23,69899.0,21.78333333333333,27.75,16.866666666666667,64.56666666666666,2.1333333333333333,0.0,0.0,5,3,0,68.63559116666667,21.78333333333333
2024-05-24,67481.0,20.55,26.150000000000002,15.816666666666668,69.31666666666666,2.1666666666666665,0.0,0.0,5,4,0,67.13534591666667,20.55
2024-05-25,59700.0,20.0,23.71666666666667,17.166666666666668,63.333333333333336,2.5500000000000003,0.0,0.0,5,5,1,65.98333333333333,20.0
2024-05-26,59436.0,20.0,24.766666666666666,15.483333333333334,76.83333333333333,2.6833333333333336,10.133333333333333,0.0,5,6,1,66.72583333333333,20.0
2024-05-27,67126.0,19.583333333333332,23.766666666666666,16.016666666666666,60.98333333333333,3.1,2.2,0.0,5,0,0,65.26502708333334,19.583333333333332
2024-05-28,68694.0,19.766666666666666,25.46666666666667,14.183333333333332,56.76666666666667,2.3166666666666664,0.0,0.0,5,1,0,65.30203566666667,19.766666666666666
2024-05-29,68823.0,20.599999999999998,26.766666666666666,13.950000000000001,58.28333333333333,1.8166666666666667,0.0,0.0,5,2,0,66.53778633333333,20.599999999999998
2024-05-30,69571.0,20.7,25.316666666666666,16.650000000000002,60.13333333333333,1.366666666666667,0.2,0.0,5,3,0,66.79105733333333,20.7
2024-05-31,66428.0,20.916666666666668,25.96666666666667,17.183333333333334,61.550000000000004,2.4499999999999997,0.6,0.0,5,4,0,67.18631625,20.916666666666668
2024-06-01,59085.0,20.483333333333334,25.45,17.099999999999998,62.75,2.5166666666666666,0.0,0.0,6,5,1,66.64300875,20.483333333333334
2024-06-02,58661.0,20.016666666666666,25.416666666666668,15.333333333333334,60.28333333333333,2.266666666666667,0.0,0.0,6,6,1,65.83903008333334,20.016666666666666
2024-06-03,68493.0,20.733333333333334,26.666666666666668,15.383333333333333,58.86666666666667,2.233333333333333,0.0,0.0,6,0,0,66.75903866666667,20.733333333333334
2024-06-04,69279.0,21.150000000000002,27.03333333333333,15.816666666666665,55.88333333333333,2.183333333333333,0.0,0.0,6,1,0,67.14131508333334,21.150000000000002
2024-06-05,69421.0,21.75,27.583333333333332,16.25,63.28333333333334,2.0166666666666666,0.0,0.0,6,2,0,68.49446708333333,21.75
2024-06-06,65329.0,22.05,27.733333333333334,17.783333333333335,63.583333333333336,1.7333333333333334,0.0,0.0,6,3,0,68.94800708333334,22.05
2024-06-07,67558.0,22.46666666666667,27.75,17.233333333333334,60.48333333333333,1.7333333333333332,0.225,0.0,6,4,0,69.30158633333333,22.46666666666667
2024-06-08,60509.0,20.066666666666666,23.666666666666668,18.116666666666664,85.48333333333333,1.5999999999999999,15.716666666666669,0.0,6,5,1,67.31200233333334,20.066666666666666
2024-06-09,60934.0,22.3,27.516666666666666,18.183333333333334,77.18333333333334,1.45,3.8,0.0,6,6,1,70.36554783333332,22.3
2024-06-10,72134.0,24.05,30.366666666666664,18.55,69.66666666666667,2.1999999999999997,0.0,0.0,6,0,0,72.40545166666666,24.05
2024-06-11,74244.0,24.8,30.733333333333334,20.516666666666666,66.39999999999999,2.3000000000000003,0.0,0.0,6,1,0,73.19532799999999,24.8
2024-06-12,74251.0,25.0,31.416666666666668,19.75,60.333333333333336,2.066666666666667,0.0,0.0,6,2,0,72.85483333333333,25.0
2024-06-13,76144.0,25.900000000000002,32.833333333333336,19.966666666666665,58.21666666666666,1.7166666666666668,0.0,0.0,6,3,0,73.88135216666666,25.900000000000002
2024-06-14,75619.0,25.866666666666664,31.766666666666666,20.349999999999998,62.38333333333333,1.8499999999999999,0.0,0.0,6,4,0,74.30630733333334,25.866666666666664
2024-06-15,66114.0,24.766666666666666,29.683333333333334,21.516666666666666,73.86666666666666,1.8666666666666665,4.24,0.0,6,5,1,73.90943466666667,24.766666666666666
2024-06-16,63577.0,24.383333333333336,29.483333333333334,20.400000000000002,66.06666666666666,2.35,0.0,0.0,6,6,1,72.55112966666667,24.383333333333336
2024-06-17,73958.0,23.733333333333334,28.483333333333334,18.983333333333334,61.48333333333333,1.9000000000000001,0.0,0.0,6,0,0,71.17800733333334,23.733333333333334
2024-06-18,76826.0,25.55,32.199999999999996,19.25,57.75,2.1999999999999997,0.0,0.0,6,1,0,73.34482375,25.55
2024-06-19,80077.0,27.3,35.03333333333333,20.816666666666666,55.96666666666667,1.9000000000000001,0.0,0.0,6,2,0,75.53587766666666,27.3
2024-06-20,79731.0,25.383333333333336,29.633333333333336,21.55,59.96666666666667,1.8666666666666665,0.1,0.0,6,3,0,73.35459016666667,25.383333333333336
2024-06-21,77749.0,25.933333333333334,31.066666666666666,21.216666666666665,65.66666666666667,1.9166666666666667,0.0,0.0,6,4,0,74.77492666666666,25.933333333333334
2024-06-22,68355.0,23.566666666666666,24.933333333333334,22.266666666666666,89.10000000000001,2.183333333333333,25.599999999999998,0.0,6,5,1,73.435621,23.566666666666666
2024-06-23,66868.0,24.566666666666666,28.349999999999998,22.55,84.35,2.35,1.3,0.0,6,6,1,74.6517135,24.566666666666666
2024-06-24,76628.0,24.416666666666668,28.516666666666666,21.2,77.03333333333335,2.75,0.03333333333333333,0.0,6,0,0,73.68261583333333,24.416666666666668
2024-06-25,73022.0,23.266666666666666,27.683333333333334,19.583333333333332,61.699999999999996,2.5166666666666666,0.0,0.0,6,1,0,70.53487799999999,23.266666666666666
2024-06-26,74719.0,24.266666666666666,29.983333333333334,19.150000000000002,61.06666666666666,1.7,0.0,0.0,6,2,0,71.89412266666668,24.266666666666666
2024-06-27,76144.0,23.349999999999998,27.133333333333336,19.766666666666666,67.60000000000001,1.4333333333333333,3.1,0.0,6,3,0,71.17345399999999,23.349999999999998
2024-06-28,74741.0,25.266666666666666,31.116666666666664,19.7,66.28333333333333,1.8,1.4,0.0,6,4,0,73.86759633333332,25.266666666666666
2024-06-29,68360.0,24.883333333333336,29.25,21.816666666666666,79.61666666666666,2.5,45.6,0.0,6,5,1,74.68348441666667,24.883333333333336
2024-06-30,65856.0,24.03333333333333,26.183333333333334,22.21666666666667,91.05,3.9333333333333336,24.8,0.0,6,6,1,74.4103765,24.03333333333333
